genes	brain	SP
Il21	0.00589709711163649	NA
Il21r	0.021982110324625	0.0319053755514668
Il22ra1	0.0103875837741822	0.00961538461538462
Il22ra2	0.00340465113863222	NA
Il23a	0.00761320788697256	0.00679894651686529
Il23r	0.0207413097232463	0.0235582318451527
Il25	0.00340465113863222	NA
Il27	0.0259376207967844	0.0225547682155007
Il27ra	0.0225895312128967	0.0192334367747743
Il2ra	0.0109197631987668	0.0117766652020204
Il2rb	0.00340465113863222	0.00961538461538462
Il31ra	0.0728118415910853	0.0879727644336826
Il33	0.0484804244266002	0.0678803462116492
Il34	0.07724607124707	0.0753004201271854
Il3ra	0.0351611711405984	0.0347769473873081
Il4	0.0160269336336393	0.028856827723983
Il4ra	0.0475988320836932	0.0587687255540644
Il5	0.010214427035104	0.0117766652020204
Il5ra	0.0149098661629326	0.0166558746885991
Il6	0.00680942067691919	NA
Il6ra	0.063800016947955	0.0509488225702503
Il6st	0.166863765057464	0.20691486042683
Il7	0.0174073753603911	0.0311710994421013
Il7r	0.0123871163254869	0.0135988359894568
Il9r	0.00589709711163649	0.00679894651686529
Ildr1	0.0369086205588361	0.0449660707680158
Ildr2	0.249452789086853	0.177408302891146
Ilf2	0.194354583642445	0.185838149855717
Ilf3	0.297880744060014	0.297348434316029
Ilk	0.0908781451787199	0.104365838135006
Ilkap	0.210265441290154	0.22885043890516
Ilvbl	0.100281702086692	0.122537872521698
Immp1l	0.207016677068216	0.222153154826501
Immp2l	0.317064955689374	0.355830243412237
Immt	0.212873851680084	0.253303896279739
Imp3	0.012840727577682	0.00961538461538462
Imp4	0.0686558200478322	0.0698838423730509
Impa1	0.143075782983415	0.159319868426466
Impa2	0.0893237214378821	0.117564220500979
Impact	0.179762384207483	0.23784084637514
Impad1	0.164469927789349	0.179291949414682
Impdh1	0.0983505532955372	0.112592603134403
Impdh2	0.0743341197123471	0.0833958009128198
Impg1	0.0252684133915914	0.0204006120275414
Impg2	0.0770176402706375	0.0992679241494865
Ina	0.141379627103755	0.158471059731358
Inca1	0.0343761194548536	0.0474502040248439
Incenp	0.106464492152944	0.105259574199905
Inf2	0.134339878023702	0.114589578248561
Ing1	0.0679709151345025	0.0794590472924308
Ing2	0.0704821491321512	0.0718254691480338
Ing3	0.11679581716449	0.131579308371567
Ing4	0.164042017887581	0.164094276915159
Ing5	0.0814562630569193	0.0929520514827463
Inha	0.0977792752574478	0.107599586851528
Inhba	0.0896870972785278	0.0709309189910231
Inhbb	0.052341635234261	0.0415895729203665
Inhbc	0.00589709711163649	NA
Inhbe	0.00643428176131631	NA
Inip	0.095794957414293	0.094086219101304
Ino80	0.346822356151432	0.371467647205754
Ino80c	0.0491700188536645	0.053537344114887
Ino80d	0.27609349232606	0.307521425978171
Ino80e	0.116774905012766	0.119562640918777
Inpp1	0.134568087349875	0.143908352707434
Inpp4a	0.366607536618516	0.392771029084278
Inpp4b	0.309360091277659	0.470323483619878
Inpp5a	0.205125876845706	0.342066014100385
Inpp5b	0.233099245768667	0.285370946203458
Inpp5d	0.0841551386609241	0.0766505179117399
Inpp5e	0.0989425559473824	0.114899105238244
Inpp5f	0.256005233334896	0.259065035194847
Inpp5j	0.113290659044874	0.14487934291804
Inpp5k	0.177703129108345	0.202641434084653
Inppl1	0.0810516141805229	0.130471459289705
Insc	0.0780390083545039	0.146284508053138
Insig1	0.0890684647195505	0.114169016760514
Insig2	0.158017489238832	0.18456374393328
Insl5	0.0127399980227525	0.018452349756502
Insl6	0.0127399980227525	0.00961538461538462
Insm1	0.0335769699443029	0.00961538461538462
Insm2	0.00340465113863222	NA
Insr	0.375193613111279	0.400627327227864
Insrr	0.0234195205196977	0.0192334367747743
Ints1	0.170989529482027	0.203896994468511
Ints10	0.298778836578829	0.328373594688762
Ints12	0.0791069644881919	0.0814007473615642
Ints2	0.200134826453774	0.222083399679179
Ints3	0.22774996405912	0.259665830745921
Ints4	0.183179103675622	0.222177780341449
Ints5	0.0541187293243058	0.045143997901707
Ints6	0.305656947495526	0.349779761768828
Ints7	0.211771060142741	0.20429783985567
Ints8	0.258065629412757	0.267024615966801
Ints9	0.184554590797882	0.199589128108976
Intu	0.162800401928556	0.152224924084128
Invs	0.194275391384004	0.193059029087621
Ip6k1	0.109704771712821	0.117286987370878
Ip6k2	0.181335921951656	0.191721713291344
Ip6k3	0.00833989972832039	0.0117766652020204
Ipcef1	0.176167906951392	0.1738246389876
Ipmk	0.160507860111273	0.173200509050638
Ipo11	0.322760524766042	0.356687995291957
Ipo13	0.19857645188577	0.23319047060223
Ipo4	0.163462418360986	0.189491591356841
Ipo5	0.204827449953418	0.1899912251448
Ipo7	0.204982655610964	0.225450895524677
Ipo8	0.226461136776863	0.258364989249906
Ipo9	0.273133203298686	0.324942830051471
Ipp	0.100346198627887	0.108015070481447
Ippk	0.177303813716175	0.2166456984414
Iqca	0.0365850831793491	0.0290498300550786
Iqcb1	0.210855879164479	0.240195134277657
Iqcc	0.0491169575399735	0.0501428512499256
Iqcd	0.0380983009363634	0.0418287613387117
Iqce	0.246688908486637	0.281897010425357
Iqcf1	0.00481493172198371	NA
Iqcg	0.0287406849570397	0.023802502726712
Iqch	0.0362248916419601	0.0526466689817465
Iqcj	0.212974321947722	0.228070633570335
Iqck	0.0909183574369577	0.105429775184591
Iqgap1	0.331672361689108	0.328355742420666
Iqgap2	0.233032641203618	0.164350799880711
Iqgap3	0.0730475152425279	0.0595689493411154
Iqsec1	0.381460467328586	0.480837646763979
Iqsec2	0.324131900822512	0.325279582882791
Iqsec3	0.229925019736903	0.409400183515815
Iqub	0.0675532289895262	0.0817484740177605
Irak1	0.145537402443383	0.158213245744024
Irak1bp1	0.139424487018309	0.14644424077665
Irak2	0.130295905064983	0.152574731632217
Irak3	0.028723076735894	0.0502758070836426
Irak4	0.0374086499038628	0.0464717883549192
Ireb2	0.279082033938445	0.282689152400199
Irf1	0.0301183805509323	0.0367137551198035
Irf2	0.26093474181612	0.386598598922259
Irf2bp1	0.035940467241772	0.0354340841141812
Irf2bp2	0.0957078095981918	0.0868702901175019
Irf2bpl	0.0657517464738283	0.0562144289130105
Irf3	0.105738942747052	0.124142184176747
Irf4	0.00761320788697256	0.00679894651686529
Irf5	0.0260524390912097	0.030545775873435
Irf6	0.0096301983433204	0.0111030608834918
Irf7	0.00833989972832039	0.00961538461538462
Irf8	0.0358008277519201	0.0353150979465549
Irf9	0.0783198725871968	0.0870085758789365
Irgc1	0.00340465113863222	NA
Irgq	0.0859226349439998	0.0851593901211703
Irs1	0.222375065610206	0.304736929752432
Irs2	0.131770685139853	0.13199240755778
Irs4	0.0132794629366656	0.0265250636511369
Irx1	0.0303416796103853	0.0334247666788226
Irx2	0.0407230599647096	0.0492786641260244
Irx3	0.0156632254958315	0.0290023250645869
Irx4	0.00481493172198371	0.0135988359894568
Irx5	0.0176937527605149	0.0228266629699302
Irx6	0.00833989972832039	0.00961538461538462
Isca2	0.0810711373914123	0.0949223136962619
Iscu	0.0675116017616943	0.0835881059164004
Isg15	0.00761320788697256	0.00679894651686529
Isg20	0.0096301983433204	0.0117766652020204
Isg20l2	0.0858356234419791	0.0838662848429505
Isl1	0.0635953728682605	0.044980143028779
Isl2	0.00340465113863222	0.00679894651686529
Islr	0.0407803871922891	0.021504630445456
Islr2	0.128672741331366	0.0281999381429958
Ism1	0.0618688531823127	0.0712584836616355
Ism2	0.0342610677391529	0.0441040233525237
Isoc1	0.0754326341367719	0.0907040920679872
Ispd	0.270690271338873	0.361921473293967
Ist1	0.219403608882483	0.251487305378247
Isyna1	0.0602857225706508	0.0511843233673755
Itch	0.368149723071821	0.392872756291533
Itfg1	0.352884086113078	0.370867654005463
Itga1	0.0960300232524143	0.0881138983286497
Itga10	0.0505656523500968	0.0668788764457944
Itga11	0.0627641654105619	0.0689563433672215
Itga2	0.0593384826877374	0.0585697904360666
Itga2b	0.0427277899078071	0.0451875402485303
Itga3	0.131292690804348	0.193373702058432
Itga4	0.109138738193597	0.117744399076083
Itga5	0.0610208664801944	0.0519561180444344
Itga6	0.203873134967044	0.214971341606249
Itga7	0.124420239640746	0.118046618793886
Itga8	0.183616773900067	0.20959695342917
Itga9	0.161325241436424	0.236457593977526
Itgad	0.0250864301002366	0.0398530917138824
Itgae	0.028787347998427	0.0432184175704663
Itgal	0.0318066633967532	0.028856827723983
Itgav	0.185904693855678	0.186778469677029
Itgax	0.0111201670951102	0.00912191262043974
Itgb1	0.268787858605411	0.282358780221016
Itgb1bp1	0.106011781766969	0.0991629405679631
Itgb1bp2	0.057065978718583	0.0609924168043111
Itgb3bp	0.135092526993622	0.152596897831439
Itgb4	0.0523583053461269	0.0620517209022814
Itgb5	0.125082565811827	0.114663038685808
Itgb7	0.0298984523189833	0.0404685177714069
Itgb8	0.20374182223882	0.213221094610802
Itgbl1	0.103464824007852	0.0828395118802508
Itih1	0.00589709711163649	NA
Itih2	0.0242208642373507	0.0225547682155007
Itih3	0.0768634582764012	0.0971491179407556
Itih4	0.0114286829419257	NA
Itih5	0.097675262589406	0.094492205978766
Itk	0.0156038804096498	0.0245207521588243
Itm2a	0.0464676622763995	0.0483466091968864
Itm2b	0.2321761384948	0.232573604780594
Itm2c	0.139339617231205	0.149330671709802
Itpa	0.107876400964545	0.114581575315878
Itpk1	0.254778166693515	0.292769197294611
Itpka	0.103571181450303	0.0404685177714069
Itpkb	0.169290360259621	0.233439780882393
Itpkc	0.0889054148601891	0.0886245772734878
Itpr1	0.144661019362082	0.287750821790696
Itpr2	0.20086400095213	0.288555026941864
Itpr3	0.0520513479561195	0.0608652534442396
Itpripl1	0.0268308464600585	0.0263407313373784
Itpripl2	0.0270461118482575	0.028856827723983
Itsn1	0.550851819767611	0.563144720016829
Itsn2	0.368803395092187	0.398875656896034
Ivd	0.170241864158145	0.20943657471264
Ivns1abp	0.27545067335337	0.23991292108219
Iws1	0.246742885947418	0.264489777469622
Iyd	0.0282434143495452	0.0179908167467476
Izumo1	0.0137046638807671	0.0117766652020204
Izumo2	0.00833989972832039	NA
Izumo4	0.0920605972251746	0.101554410698946
Jag1	0.0916582217325728	0.0973926842010885
Jag2	0.188493386101645	0.216485145278575
Jagn1	0.0647720436919693	0.0702713430449236
Jak1	0.283575614093294	0.33291382839406
Jak2	0.264396554652246	0.268989285866916
Jak3	0.0454169739388402	0.0699392905376265
Jakmip1	0.385024497241057	0.433900633306816
Jakmip2	0.501332696232787	0.50225314109773
Jakmip3	0.294482706975802	0.396682168399821
Jam2	0.138765617047168	0.171412298552237
Jam3	0.205856685011587	0.265879937235185
Jarid2	0.468112070108051	0.480843203365303
Jazf1	0.507412852105927	0.526002319465125
Jdp2	0.169328886647065	0.249936022824732
Jmjd1c	0.609916136211732	0.584109133109475
Jmjd4	0.0830825249179321	0.105101140803483
Jmjd6	0.0907861558077066	0.0996930600202873
Jmjd7	0.0223533264640903	0.0218098199860328
Jmjd8	0.069096077301361	0.0689338173285993
Jmy	0.224758290781334	0.242862494871426
Josd2	0.0661548466426738	0.102714579165916
Jph1	0.247939927533968	0.12413501907897
Jph2	0.0152890329264216	0.0192334367747743
Jph3	0.0568603532662006	0.0578203805174422
Jph4	0.316470182453822	0.271243723978433
Jrk	0.05167789308239	0.0563932934964051
Jrkl	0.0631323458261749	0.0660831465618047
Jtb	0.0789861114982906	0.0809525638184555
Jun	0.0540116039774055	0.0658280622186704
Junb	0.028292309045127	0.0265250636511369
Jund	0.0289414647942485	0.0353496115770016
Jup	0.123846174550962	0.0732248670981989
Kalrn	0.64635880317505	0.624189923094783
Kank1	0.222824078569021	0.377298742884061
Kank2	0.0791302342053815	0.0973055754400814
Kank3	0.0907397538578232	0.0667736392285878
Kank4	0.0549641421171465	0.133684660275386
Kansl1	0.566878026987995	0.571760529215191
Kansl1l	0.305184773697236	0.285799126716512
Kansl2	0.176953823989023	0.203884058089476
Kansl3	0.23767415721631	0.280736965514368
Kars	0.0906704497028546	0.104094383199119
Kat2a	0.119678820253676	0.140596733043144
Kat2b	0.261854594632994	0.310069662283647
Kat5	0.120548324404951	0.132978431453343
Kat6a	0.320381270103759	0.323931126167149
Kat6b	0.499940397583818	0.501467915878221
Kat7	0.198839497590208	0.215948967386011
Kat8	0.122885413724549	0.130812892012947
Katna1	0.124462604814947	0.137312465187092
Katnal1	0.204047693084158	0.247269535434509
Katnal2	0.122715545282268	0.107102134488462
Katnb1	0.129853189236702	0.1430753732554
Katnbl1	0.108140400783259	0.104805416829971
Kazald1	0.0114286829419257	0.021504630445456
Kazn	0.287941689197732	0.374894663446601
Kbtbd11	0.144569859766586	0.130684523249929
Kbtbd12	0.0223312271709268	0.0225547682155007
Kbtbd2	0.111164241209318	0.123947540198911
Kbtbd3	0.109493582542753	0.152271673964181
Kbtbd4	0.0602403993206163	0.0588674714257157
Kbtbd8	0.0588528248427897	0.0563386526944821
Kcmf1	0.293611393052284	0.321856189477054
Kcna1	0.135990832662562	0.190102501409462
Kcna10	0.00833989972832039	0.0117766652020204
Kcna2	0.0568850906427604	0.0901328569425886
Kcna3	0.0332919142094992	0.0254469755794763
Kcna4	0.153125483368687	0.13995779280151
Kcna5	0.19661028584164	0.333332753427204
Kcna7	0.00589709711163649	0.00679894651686529
Kcnab1	0.329813376694464	0.328722544160712
Kcnab2	0.193161745374739	0.256925647574477
Kcnab3	0.0634467656261641	0.115597445546772
Kcnb1	0.263754280058039	0.262091155232826
Kcnb2	0.677249137840259	0.603088721551172
Kcnc1	0.289382706203114	0.366494308043435
Kcnc2	0.237626822677257	0.488240559368323
Kcnc3	0.163797973749392	0.19786120657796
Kcnc4	0.100437278519252	0.13607626136448
Kcnd1	0.0731354204303884	0.0868004043763843
Kcnd2	0.769273110770111	0.806842255342926
Kcnd3	0.43667700602141	0.427636727399222
Kcne1l	0.0227540385688202	0.0196301954936539
Kcne2	0.0171899765980305	0.0166558746885991
Kcne3	0.00589709711163649	NA
Kcne4	0.00589709711163649	0.0158658384210047
Kcnf1	0.0504344299702349	0.0249881450118534
Kcng1	0.103602773919152	0.0426821556845354
Kcng2	0.0684427727923565	0.105667560067992
Kcng3	0.0800301496359812	0.0924182441876227
Kcng4	0.0145189271414489	0.0274873583715317
Kcnh2	0.0910033026587976	0.153363162061126
Kcnh3	0.140621276265478	0.021504630445456
Kcnh4	0.132878705517247	0.100432532869216
Kcnh5	0.258885473435564	0.334671336712138
Kcnh6	0.0453243003378766	0.0723939647025066
Kcnh7	0.54491477317346	0.466354961054021
Kcnh8	0.235073573974019	0.285648264090914
Kcnip1	0.197828787900014	0.490737603854887
Kcnip2	0.174718771040735	0.147423610693553
Kcnip3	0.275467818881652	0.260056760745969
Kcnip4	0.494231536745886	0.567880394469715
Kcnj1	0.00481493172198371	0.00679894651686529
Kcnj10	0.128436064302793	0.182029097460061
Kcnj11	0.0258928321086708	0.0204006120275414
Kcnj12	0.115307918282987	0.106005187051931
Kcnj13	0.0239074150316163	0.0263407313373784
Kcnj14	0.0310289307423181	0.0356479885744317
Kcnj15	0.00589709711163649	0.0117766652020204
Kcnj16	0.0646356805547218	0.0835298181428351
Kcnj2	0.0560413001490892	0.065474152345957
Kcnj3	0.481430803104633	0.432878155171934
Kcnj4	0.0827312887093592	0.0179908167467476
Kcnj5	0.0404697707304447	0.0301074717379651
Kcnj6	0.419809021963048	0.356556990449112
Kcnj8	0.0201756667084382	0.0117766652020204
Kcnj9	0.113188992474476	0.0886117162770899
Kcnk1	0.214730849482138	0.16625322055276
Kcnk10	0.438740483993143	0.371886583033482
Kcnk12	0.13628373244865	0.114972763527312
Kcnk13	0.128639767818455	0.165521827658914
Kcnk15	0.00761320788697256	NA
Kcnk16	0.00340465113863222	0.00961538461538462
Kcnk18	0.00761320788697256	0.00679894651686529
Kcnk2	0.311467289681151	0.247058502437509
Kcnk3	0.143860357912736	0.146193562527642
Kcnk4	0.0800576101510309	0.082032651730281
Kcnk5	0.0328087093745936	0.0481861786945925
Kcnk6	0.028039028978992	0.0245207521588243
Kcnk7	0.00589709711163649	0.00961538461538462
Kcnk9	0.12603867241017	0.127243790167605
Kcnma1	0.5343686891038	0.671137915905646
Kcnmb1	0.0166815399473685	0.0204006120275414
Kcnmb3	0.00589709711163649	0.00961538461538462
Kcnmb4	0.236356611319598	0.140587616822746
Kcnn1	0.0815245963549014	0.0582660739021087
Kcnn2	0.419114580831922	0.528708390025291
Kcnn3	0.277831578247228	0.298984353628714
Kcnn4	0.0112354195375558	0.00961538461538462
Kcnq1	0.124756327634412	0.14994954283896
Kcnq2	0.396060732263008	0.414118419427621
Kcnq3	0.550766895177378	0.631442282255723
Kcnq4	0.126486075502024	0.122966431672707
Kcnq5	0.613259590447972	0.511593340109795
Kcnrg	0.0436455470566776	0.0333256199621012
Kcns1	0.0283349120512581	0.0353150979465549
Kcns2	0.0497706972811941	0.0541393151167291
Kcns3	0.0920452581854382	0.133926809172046
Kcnt1	0.235424364549641	0.354891292249112
Kcnt2	0.377897265658178	0.413420817810117
Kcnu1	0.0660060370610735	0.0891913428632442
Kcnv1	0.0866734069787473	0.0360794855149513
Kcnv2	0.00794439063409038	NA
Kcp	0.130274803067115	0.0827124291149602
Kctd1	0.331193448707199	0.341658257642785
Kctd10	0.0970928243470165	0.0947932465530384
Kctd11	0.00680942067691919	0.0117766652020204
Kctd13	0.0949249071248217	0.100725438228689
Kctd14	0.0223533264640903	0.0245207521588243
Kctd15	0.0814055749086449	0.0902977905859749
Kctd16	0.367902293057298	0.423461042384851
Kctd17	0.111920179756848	0.089919255124011
Kctd18	0.117342948526651	0.134173688997934
Kctd19	0.0131872272349847	0.0192334367747743
Kctd2	0.102508015997844	0.117686338712302
Kctd20	0.165000083761411	0.176427121484068
Kctd21	0.0641954012874112	0.0741433211952703
Kctd3	0.229206298303648	0.269330065674013
Kctd4	0.0616004052220058	0.0839450898386587
Kctd5	0.145993800779736	0.163604693496442
Kctd6	0.0871289240683483	0.0845039633300204
Kctd7	0.0721377568119406	0.0960766864424834
Kctd8	0.370292538813228	0.406668940009208
Kctd9	0.122084124210023	0.145571544456132
Kdelc1	0.0977369904589699	0.10631149858905
Kdelc2	0.052930290244704	0.0688063035155738
Kdelr1	0.13092622983993	0.144867513908429
Kdelr2	0.0911356694660266	0.101310964854723
Kdelr3	0.0272944581565434	0.0256482723860478
Kdm1a	0.343631448912078	0.336189212757953
Kdm1b	0.168285643000838	0.182851035022625
Kdm2a	0.342792263233629	0.377567200398748
Kdm2b	0.282828621538681	0.271396759595852
Kdm3a	0.222667385517085	0.216724952309445
Kdm3b	0.290972920439405	0.307978714701374
Kdm4a	0.221241758901992	0.246656937032454
Kdm4b	0.274730350581769	0.290939886003224
Kdm4c	0.39753451773046	0.441850430073323
Kdm4d	0.0819761717131447	0.116816894196478
Kdm5a	0.307309576157067	0.331918820344368
Kdm5b	0.350715955344477	0.340377957211977
Kdm5c	0.274080374463344	0.287071054862523
Kdm6a	0.328072212990615	0.349223597019749
Kdm6b	0.221579282871623	0.217857468799811
Kdm8	0.0764149988594349	0.0920625331707484
Kdr	0.0676828991816953	0.0520775642312608
Kdsr	0.173375144898636	0.185625182530579
Keap1	0.131948005747999	0.146900767121064
Kel	0.00645996868875122	0.0128495648973275
Kera	0.00589709711163649	0.00679894651686529
Khdrbs1	0.286439481709865	0.280504569244238
Khdrbs2	0.459527209830872	0.511614068831932
Khdrbs3	0.409579950763489	0.387960291334451
Khk	0.0341372550342979	0.0466998660821505
Khnyn	0.124914185587977	0.130557865088063
Khsrp	0.160922203623398	0.164223291716438
Kidins220	0.495796837881146	0.512396594978468
Kif11	0.113540060497108	0.0856310334022011
Kif12	0.00761320788697256	0.0117766652020204
Kif13a	0.32626932699899	0.400051353586003
Kif13b	0.319781788439068	0.345925116425795
Kif14	0.082647609822603	0.0619813859203941
Kif15	0.129577924156112	0.109853296551985
Kif16b	0.291735557863156	0.333846205861322
Kif17	0.0841045301978908	0.152667872303419
Kif18a	0.100561722828968	0.0803295515588843
Kif18b	0.0729397581334062	0.0524296021670188
Kif19a	0.0569774961052158	0.129278513427775
Kif1a	0.502952652859392	0.597654530268998
Kif1b	0.664154516481822	0.703441119918736
Kif1c	0.168730517008549	0.194192413136925
Kif20a	0.0394069907527433	0.0385550972312467
Kif20b	0.11225876688011	0.0832732708847111
Kif21a	0.473012200363751	0.536610733385606
Kif21b	0.335330262806399	0.30259516256021
Kif22	0.068266564202933	0.0531062035229313
Kif23	0.099615967715693	0.0747943838038733
Kif24	0.146879416374771	0.131582831759041
Kif26a	0.128953506992771	0.136698149972625
Kif26b	0.379288877426139	0.517084548585599
Kif27	0.0895658822739646	0.0873011993215587
Kif2a	0.338688436644447	0.351503986223326
Kif2c	0.0622225674572468	0.0546727526257749
Kif3a	0.317164018035179	0.389303122021221
Kif3b	0.22079000939346	0.223924817055868
Kif3c	0.285454739196085	0.3031320975948
Kif5a	0.361160057515461	0.406969541283822
Kif5b	0.311404714705079	0.335330172182821
Kif5c	0.492106083875108	0.492678157881605
Kif6	0.113795204646523	0.174168689914179
Kif7	0.0559381119423394	0.0709309189910231
Kif9	0.101025846715506	0.119712926767035
Kifap3	0.404183664889774	0.417226057699273
Kifc2	0.19594646552642	0.272802646931877
Kifc3	0.167626161759844	0.22634163989574
Kin	0.0966870601932586	0.0949775896535419
Kirrel	0.215724577800618	0.28078377378468
Kirrel2	0.037624944696009	0.0265250636511369
Kirrel3	0.562804909250914	0.57655116962283
Kiss1r	0.0375275003652844	0.0397360675348459
Kit	0.193233541809714	0.221015991436498
Kitl	0.226337075440916	0.159337316578015
Kl	0.0497006228265009	0.0796087700917012
Klb	0.0207413097232463	0.030545775873435
Klc1	0.373966714614008	0.411668057447614
Klc2	0.192659151884421	0.254051208535701
Klc3	0.0167311275832899	0.021504630445456
Klc4	0.0818578864501427	0.118776671575805
Klf1	0.00833989972832039	0.0144239104294098
Klf10	0.0542204493185439	0.0559866549020055
Klf11	0.0525627976533493	0.0532844259344697
Klf12	0.460393736872117	0.502148963274417
Klf13	0.25196903389752	0.224651326766726
Klf15	0.0767467019091121	0.0855134548711673
Klf16	0.0492598801934315	0.0462009424944025
Klf17	0.00481493172198371	NA
Klf2	0.0209187398039312	0.021441259081505
Klf3	0.159497475525478	0.144207841072294
Klf4	0.0214584076796975	0.0254469755794763
Klf5	0.0934641773000596	0.0565912283854207
Klf6	0.138409699334028	0.116920022350344
Klf7	0.491785469668844	0.447206665724829
Klf8	0.282071555555784	0.213744232297681
Klf9	0.200229312993888	0.176822398141986
Klhdc1	0.127702634826336	0.143442454419348
Klhdc10	0.390349098575398	0.426167113006817
Klhdc2	0.164984505946422	0.17839645539629
Klhdc3	0.145563248867948	0.147738464164431
Klhdc7a	0.0146910544714377	0.0228266629699302
Klhdc8a	0.0414715340917658	0.0476822756502804
Klhdc8b	0.0644659626226304	0.0563386526944821
Klhdc9	0.0286479545404152	0.0416370132625831
Klhl1	0.225695214808375	0.281067022220936
Klhl10	0.0301538939840358	0.0319053755514668
Klhl11	0.082611726936499	0.108141363691507
Klhl12	0.17444181105724	0.201007127703173
Klhl13	0.177636851272494	0.232729325121566
Klhl14	0.0826279242454042	0.143204990346999
Klhl15	0.154802035857735	0.181002156793049
Klhl18	0.194223644946489	0.216120398216108
Klhl2	0.308521468561667	0.340625041721312
Klhl20	0.152420330301696	0.163509724425335
Klhl21	0.0386395035430513	0.0574639090262991
Klhl22	0.207849396052692	0.239785674557074
Klhl24	0.199052940570751	0.187810227795374
Klhl25	0.100957397781039	0.103076674827763
Klhl26	0.166586945009649	0.182359205500961
Klhl28	0.115793575048686	0.115735534318096
Klhl29	0.517490578290598	0.5491325001101
Klhl3	0.326151094481064	0.361915080352294
Klhl30	0.00643428176131631	0.00679894651686529
Klhl31	0.0117948094994174	0.0117766652020204
Klhl32	0.294068820119651	0.427812561906801
Klhl33	0.0193831418630703	0.0387283991034839
Klhl34	0.0090081734779661	0.00679894651686529
Klhl35	0.0231270257430345	0.0192334367747743
Klhl36	0.0637193489746085	0.0877574647009936
Klhl38	0.00761320788697256	0.00679894651686529
Klhl4	0.0798936957405868	0.102316633847322
Klhl40	0.0195938886003464	0.0265250636511369
Klhl41	0.0393311417720369	0.0469634351436697
Klhl42	0.0997119983560102	0.12240174183723
Klhl5	0.25426203138327	0.272715193306527
Klhl6	0.039140072142491	0.0315873967467383
Klhl7	0.346605207747001	0.369881431622596
Klhl8	0.17649750377742	0.168839479311073
Klhl9	0.0666863509545731	0.0745965764121833
Klk10	0.00833989972832039	0.0117766652020204
Klk11	0.0090081734779661	0.0135988359894568
Klk12	0.0106587875866647	0.0117766652020204
Klk13	0.00481493172198371	NA
Klk14	0.00589709711163649	NA
Klk15	0.00481493172198371	NA
Klk5	0.00340465113863222	NA
Klk6	0.00589709711163649	0.0166558746885991
Klk7	0.0086134313717757	0.00679894651686529
Klk8	0.02206990626689	0.0256482723860478
Klkb1	0.0170256241186786	0.0152043123112404
Klrg1	0.0159711733641918	0.00679894651686529
Klrg2	0.0121816833597702	0.0128495648973275
Kmo	0.0140390382081975	0.0235582318451527
Kmt2a	0.506729201963131	0.523434208528224
Kmt2b	0.236295731641945	0.256731252715395
Kmt2c	0.579197806567357	0.575033645485017
Kmt2d	0.308031586043105	0.329005887423481
Kmt2e	0.494012017949858	0.532479756476356
Kncn	0.00643428176131635	0.0117766652020204
Kndc1	0.174287979089526	0.330663044496416
Knop1	0.137479712613352	0.148207922123914
Knstrn	0.070131635309949	0.0601657880675196
Kntc1	0.0959105327885799	0.0690747141408447
Kpna1	0.237173802613015	0.268441852616776
Kpna2	0.0784683897893602	0.0736559032421574
Kpna3	0.314043906906839	0.309856513756797
Kpna4	0.270008008665698	0.27911301688405
Kpna6	0.142449368026879	0.163515458238068
Kpna7	0.0341208323946352	0.037337446902002
Kpnb1	0.20685197087451	0.209641895710541
Kptn	0.11657962400725	0.112324593468644
Kras	0.268150257481108	0.27608161191927
Krba1	0.221296777064157	0.252058082741552
Krcc1	0.117283017457466	0.126640968517885
Kremen1	0.132715312144869	0.108806485605748
Kremen2	0.0145189271414489	0.021504630445456
Kri1	0.159981097427898	0.174808557780704
Krit1	0.295570985155001	0.320572536653239
Krr1	0.118503136656247	0.130569894781293
Krt1	0.0096301983433204	0.0117766652020204
Krt10	0.0183059291741678	0.0166558746885991
Krt12	0.0176937527605149	0.0117766652020204
Krt13	0.00340465113863222	NA
Krt15	0.00589709711163649	NA
Krt17	0.00340465113863222	0.00679894651686529
Krt19	0.00481493172198371	0.0128495648973275
Krt2	0.00481493172198371	NA
Krt20	0.012840727577682	NA
Krt23	0.00481493172198371	NA
Krt24	0.00340465113863222	NA
Krt25	0.00481493172198371	0.0117766652020204
Krt26	0.00589709711163649	0.00679894651686529
Krt28	0.0123871163254869	0.00679894651686529
Krt39	0.00340465113863222	NA
Krt40	0.00481493172198371	NA
Krt7	0.00861343137177577	NA
Krt72	0.00923920925525629	0.0117766652020204
Krt73	0.00761320788697256	0.0111030608834918
Krt76	0.00481493172198371	0.00679894651686529
Krt77	0.0314364229252932	0.0192334367747743
Krt79	0.00340465113863222	NA
Krt80	0.00589709711163649	0.00679894651686529
Krt82	0.00481493172198371	NA
Krt9	0.0107670138845363	0.00679894651686529
Krtap7-1	0.00481493172198371	0.00679894651686529
Krtap8-1	0.00481493172198371	NA
Krtcap2	0.0528779966115076	0.0501428512499256
Krtcap3	0.0156038804096498	0.0204006120275414
Ksr1	0.299523420998771	0.323140894044984
Ksr2	0.452436413130904	0.549011047079605
Kti12	0.0370975602679543	0.0350606823013928
Ktn1	0.381745729087267	0.430789884269818
Kxd1	0.0935071416287773	0.105512368007012
Ky	0.0737487690829236	0.090960878351113
Kynu	0.0272066818290929	0.0228266629699302
L1cam	0.334701673013997	0.272454635382897
L1td1	0.00589709711163649	NA
